article,highlights,id
"WASHINGTON (CNN) -- As he awaits a crucial progress report on Iraq, President Bush will try to put a twist on comparisons of the war to Vietnam by invoking the historical lessons of that conflict to argue against pulling out. President Bush pauses Tuesday during a news conference at the  North American Leaders summit in Canada. On Wednesday in Kansas City, Missouri, Bush will tell members of the Veterans of Foreign Wars that ""then, as now, people argued that the real problem was America's presence and that if we would just withdraw, the killing would end,"" according to speech excerpts released Tuesday by the White House. ""Three decades later, there is a legitimate debate about how we got into the Vietnam War and how we left,"" Bush will say. ""Whatever your position in that debate, one unmistakable legacy of Vietnam is that the price of America's withdrawal was paid by millions of innocent citizens, whose agonies would add to our vocabulary new terms like 'boat people,' 're-education camps' and 'killing fields,' "" the president will say. The president will also make the argument that withdrawing from Vietnam emboldened today's terrorists by compromising U.S. credibility, citing a quote from al Qaeda leader Osama bin Laden that the American people would rise against the Iraq war the same way they rose against the war in Vietnam, according to the excerpts. ""Here at home, some can argue our withdrawal from Vietnam carried no price to American credibility, but the terrorists see things differently,"" Bush will say. On Tuesday, Democratic Senate Majority Leader Harry Reid said, ""President Bush's attempt to compare the war in Iraq to past military conflicts in East Asia ignores the fundamental difference between the two. Our nation was misled by the Bush Administration in an effort to gain support for the invasion of Iraq under false pretenses, leading to one of the worst foreign policy blunders in our history. ""While the President continues to stay-the-course with his failed strategy in Iraq, paid for by the taxpayers, American lives are being lost and there is still no political solution within the Iraqi government. It is time to change direction in Iraq, and Congress will again work to do so in the fall."" The White House is billing the speech, along with another address next week to the American Legion, as an effort to ""provide broader context"" for the debate over the upcoming Iraq progress report by Gen. David Petraeus, the top U.S. military commander, and Ryan Crocker, the U.S. ambassador in Baghdad. President Bush has frequently asked lawmakers -- and the American people -- to withhold judgment on his troop ""surge"" in Iraq until the report comes out in September.  Watch Bush criticize the Iraqi government » . It is being closely watched on Capitol Hill, particularly by Republicans nervous about the political fallout from an increasingly unpopular war. Earlier this month, Defense Secretary Robert Gates said he would wait for the report before deciding when a drawdown of the 160,000 U.S. troops in Iraq might begin. Bush's speeches Wednesday and next week are the latest in a series of attempts by the White House to try to reframe the debate over Iraq, as public support for the war continues to sag. A recent CNN/Opinion Research Corporation poll found that almost two-thirds of Americans -- 64 percent -- now oppose the Iraq war, and 72 percent say that even if Petraeus reports progress, it won't change their opinion. The poll also found a great deal of skepticism about the report; 53 percent said they do not trust Petraeus to give an accurate assessment of the situation in Iraq. In addition to his analogy to Vietnam, Bush in Wednesday's speech will invoke other historical comparisons from Asia, including the U.S. defeat and occupation of Japan after World War II and the Korean War in the 1950s, according to the excerpts. ""In the aftermath of Japan's surrender, many thought it naive to help the Japanese transform themselves into a democracy. Then, as now, the critics argued that some people were simply not fit for freedom,"" Bush will say. ""Today, in defiance of the critics, Japan ... stands as one of the world's great free societies."" Speaking about the Korean War, Bush will note that at the time ""critics argued that the war was futile, that we never should have sent our troops in, or that America's intervention was divisive here at home."" ""While it is true that the Korean War had its share of challenges, America never broke its word,"" Bush will say. ""Without America's intervention during the war, and our willingness to stick with the South Koreans after the war, millions of South Koreans would now be living under a brutal and repressive regime."" E-mail to a friend .","President Bush to address the Veterans of Foreign Wars on Wednesday .
Bush to say that withdrawing from Vietnam emboldened today's terrorists .
Speech will be latest White House attempt to try to reframe the debate over Iraq .",017d27d00eb43678c15cb4a8dd4723a035323219
"LONDON, England (CNN) -- A chronology of bombings and attempted bomb attacks in the mainland UK since the 1970s: . Police close off streets around Haymarket, in London's busy theater district. June 29, 2007: Police defuse a bomb consisting of 200 liters of fuel, gas cylinders and nails found in an abandoned car in Haymarket, central London. A second car packed with gas and nails was later found to have been parked just a few hundred yards from the first, before it was towed away by traffic wardens in the early hours of Friday for violating parking restrictions. Police say two vehicles clearly linked. July 21, 2005: Two weeks after the deadly 7/7 bombings, four men are alleged to have attempted to carry out a second wave of attacks against London's transport network at three London underground stations and aboard a bus. But their alleged rucksack bombs fail to explode. July 7, 2005: Four suicide bombers detonate themselves aboard three underground trains and a bus in a morning rush hour attack against London's transport network, killing 52 people and injuring around 700 more. Al Qaeda claims responsibility in a video statement. August 2004: Anti-terrorist police disrupt a plot by Islamic militants to blow up targets including the Ministry of Sound nightclub and the Bluewater shopping center in southeast England using explosives packed into limousines and large vehicles. Seven men are convicted in May 2007 and sentenced to up to 26 years in prison. March 2001: A car bomb explodes outside the BBC's London headquarters, wounding one man. Police blame the Real IRA, a republican splinter group opposed to the IRA's cease fire. April 1999: Three people die when a nail bomb explodes in the Admiral Duncan pub in London's gay district -- the third in a spate of series of nail bomb attacks also targeting immigrant areas of the city that left dozens injured. A 23-year-old self-declared ""Nazi"", David Copeland, is sentenced to six life terms. June 1996: A massive IRA bomb explodes in a shopping center in central Manchester, injuring more than 200 people. February 1996: Two people die as IRA terrorists detonate a bomb in London's Docklands area, causing damage estimated at around $170m and ending the group's 17-month cease fire. April 1993: An IRA truck bomb devastates part of London's financial district, killing one and wounding 44. March 1993: Two boys aged three and 12 are killed and dozens are injured by two bombs left in litter bins in Warrington, northern England. The IRA admits planting the bombs. April 1992: A huge IRA car bomb in London's financial district kills three people and wounds 91. February 1991: IRA terrorists launch a mortar attack at Prime Minister John Major's Downing Street offices. No-one is injured. September 1989: Eleven people die and 22 are wounded when an IRA bomb explodes at a Royal Marine music school in Deal, southern England. December 1988: A Pan Am airliner explodes over the Scottish town of Lockerbie, killing 259 aboard and 11 people on the ground. Libyan agent Abdel Basset al-Megrahi, convicted of the attack in 2001, was this week granted the right to mount a fresh appeal. (Read about Lockerbie bomber) October 1984: Five people die in an IRA bomb attack on a hotel in Brighton, southern England, where Prime Minister Margaret Thatcher and her cabinet are staying for the Conservative Party's annual conference. December 1983: An IRA bomb at London's Harrods department store kills six people. July 1982: Two IRA bomb attacks on soldiers in London's parks kill 11 people and wound 50. October-November 1974: A wave of IRA bombs in British pubs in Birmingham and Guildford kill 28 people and wound more than 200. February 1974: A coach carrying soldiers and families in northern England is bombed by the IRA, killing 12 and wounding 14. E-mail to a friend .","Two cars loaded with gasoline and nails found abandoned in London Friday .
52 people killed on July 7, 2005 after bombs exploded on London bus, trains .
British capital wracked by violence by the IRA for years .",85f55a3e0dd672857aaaaa80954934a57b7a2fbf
"BREMEN, Germany -- Carlos Alberto, who scored in FC Porto's Champions League final victory against Monaco in 2004, has joined Bundesliga club Werder Bremen for a club record fee of  7.8 million euros ($10.7 million). Carlos Alberto enjoyed success at FC Porto under Jose Mourinho. ""I'm here to win titles with Werder,"" the 22-year-old said after his first training session with his new club. ""I like Bremen and would only have wanted to come here."" Carlos Alberto started his career with Fluminense, and helped them to lift the Campeonato Carioca in 2002. In January 2004 he moved on to FC Porto, who were coached by José Mourinho, and the club won the Portuguese title as well as the Champions League. Early in 2005, he moved to Corinthians, where he impressed as they won the Brasileirão,but in 2006 Corinthians had a poor season and Carlos Alberto found himself at odds with manager, Emerson Leão. Their poor relationship came to a climax at a Copa Sul-Americana game against Club Atlético Lanús, and Carlos Alberto declared that he would not play for Corinthians again while Leão remained as manager. Since January this year he has been on loan with his first club Fluminense. Bundesliga champions VfB Stuttgart said on Sunday that they would sign a loan agreement with Real Zaragoza on Monday for Ewerthon, the third top Brazilian player to join the German league in three days. A VfB spokesman said Ewerthon, who played in the Bundesliga for Borussia Dortmund from 2001 to 2005, was expected to join the club for their pre-season training in Austria on Monday. On Friday, Ailton returned to Germany where he was the league's top scorer in 2004, signing a one-year deal with Duisburg on a transfer from Red Star Belgrade. E-mail to a friend .","Werder Bremen pay a club record $10.7 million for Carlos Alberto .
The Brazilian midfielder won the Champions League with FC Porto in 2004 .
Since January he has been on loan with his first club, Fluminense .",77d7c8cf2a9432e395d629371a12790c563c19f7
"WASHINGTON (CNN) -- Vice President Dick Cheney will serve as acting president briefly Saturday while President Bush is anesthetized for a routine colonoscopy, White House spokesman Tony Snow said Friday. Bush is scheduled to have the medical procedure, expected to take about 2 1/2 hours, at the presidential retreat at Camp David, Maryland, Snow said. Bush's last colonoscopy was in June 2002, and no abnormalities were found, Snow said. The president's doctor had recommended a repeat procedure in about five years. The procedure will be supervised by Dr. Richard Tubb and conducted by a multidisciplinary team from the National Naval Medical Center in Bethesda, Maryland, Snow said. A colonoscopy is the most sensitive test for colon cancer, rectal cancer and polyps, small clumps of cells that can become cancerous, according to the Mayo Clinic. Small polyps may be removed during the procedure. Snow said that was the case when Bush had colonoscopies before becoming president. Snow himself is undergoing chemotherapy for cancer that began in his colon and spread to his liver. Snow told reporters he had a chemo session scheduled later Friday.  Watch Snow talk about Bush's procedure and his own colon cancer » . ""The president wants to encourage everybody to use surveillance,"" Snow said. The American Cancer Society recommends that people without high-risk factors or symptoms begin getting screened for signs of colorectal cancer at age 50. E-mail to a friend .","President Bush will have a routine colonoscopy Saturday .
While he's anesthetized, his powers will be transferred to the vice president .
Bush had last colonoscopy in 2002, which found no problems .",35f0e33de7923036a97ac245d899f990bda5e242
"SAN FRANCISCO, California (CNN)  -- A magnitude 4.2 earthquake shook the San Francisco area Friday at 4:42 a.m. PT (7:42 a.m. ET), the U.S. Geological Survey reported. The quake left about 2,000 customers without power, said David Eisenhower, a spokesman for Pacific Gas and Light. Under the USGS classification, a magnitude 4.2 earthquake is considered ""light,"" which it says usually causes minimal damage. ""We had quite a spike in calls, mostly calls of inquiry, none of any injury, none of any damage that was reported,"" said Capt. Al Casciato of the San Francisco police. ""It was fairly mild.""  Watch police describe concerned calls immediately after the quake » . The quake was centered about two miles east-northeast of Oakland, at a depth of 3.6 miles, the USGS said. Oakland is just east of San Francisco, across San Francisco Bay. An Oakland police dispatcher told CNN the quake set off alarms at people's homes. The shaking lasted about 50 seconds, said CNN meteorologist Chad Myers. According to the USGS, magnitude 4.2 quakes are felt indoors and may break dishes and windows and overturn unstable objects. Pendulum clocks may stop. E-mail to a friend .","2,000 customers without electricity, power company says .
Magnitude 4.2 quake set off home alarms, says Oakland police dispatcher .
""It was fairly mild,"" police say, no immediate reports of injuries, damage .
It was centered two miles east-northeast of Oakland, about 3.6 miles deep .",2ad31cae96512af5105b9b23f9b681dc732b2605
"WASHINGTON (CNN) -- There is ""no remaining hope"" of finding six men trapped for almost a month in a Utah coal mine alive, a federal official said Saturday. Isaac Arellano holds a candle and sings during a fundraiser for miners Tuesday in Price, Utah. ""Over the past 25 days, the Mine Safety and Health Administration has exhausted all known options in our attempt to reach the six miners,"" Richard Stickler, head of the agency, said in a statement. ""The thoughts and prayers of the dedicated professionals at MSHA are with the families."" Sympathy for the failed efforts also came Saturday from the White House. ""Last night, a difficult decision was made to end the search,"" President Bush said in a statement. ""Laura and I are deeply saddened by this tragedy and continue to pray for the families of these men."" Labor Secretary Elaine Chao called the ordeal ""heartbreaking."" ""The grueling around-the-clock rescue operation that claimed three lives and injured six others has also taken a tremendous toll on the many brave rescuers and the local community, and our thoughts and prayers are with them all,"" Chao said in a statement. After drilling seven holes into mine tunnels from the mountaintop above, there has been no sign of the miners -- and microphones have picked up no sound from the men.  See a timeline of rescue efforts » . Tests showed underground oxygen levels were too low to sustain human life. ""We basically told the families that at this point in time we've run out of options,"" Stickler said at a news conference late Friday. ""We've consulted with the people that we have here, we've consulted with the technical support in Pittsburgh and we've consulted with private consultants in terms of where we can go,"" he said. ""And basically, through all the information we've gleaned over the past nearly four weeks in terms of the conditions we found, in terms of the air readings we found down there and ... everything else, we just don't know where else we can put a hole to get any other information.""  See photos of the rescue mission » . There were no public statements Saturday from Bob Murray, president and CEO of Murray Mining, co-owner of the Crandall Canyon Mine, who was the outspoken face of the rescue operation for the first three weeks, then largely disappeared from public view. Federal officials became the spokesmen. No one from Murray Mining was present at Friday's news conference. ""They are done. It's finished,"" the attorney for the families said, according to the Saturday edition of The Salt Lake Tribune. ""It's a hard and bitter pill for our families, and there were quite a few tears shed,"" the newspaper quotes Colin King as saying. The men were trapped during a collapse on August 6, and it is not known whether they survived the cave-in. Efforts to reach them were suspended 10 days later when two rescuers and a federal mining official were killed, and six people were injured in a second collapse as they tried to tunnel horizontally toward the area where the men had been working. Murray said last week that the search effort would stop if no signs of life were found at the sixth hole. Under pressure from the families, however, he agreed to try one more time. Families wanted officials to drill a hole large enough to send down a rescue capsule. The effort to lower the robotic device down a seventh hole had been called ""a long shot"" by an official. MSHA's Stickler said that hole was drilled into the Crandall Canyon Mine on Thursday, but there were problems with a robotic camera that teams were trying to lower into it. Work resumed Friday, this time at the fourth hole, but the camera could only descend about 7 feet, he said. ""Basically, what it saw was really not that much. There was quite a bit of mud in there, water coming down the hole. It really couldn't go any farther than seven feet,"" he said of the latest try. In addition, the roof was sagging. ""The families asked many, many questions and we answered them all the best we could, basically coming to the conclusion that we had run out of options."" Murray said last Saturday he has already filed paperwork with federal regulators to permanently close and seal the Crandall Canyon mine. ""I will never come back to that evil mountain,"" he said. Friends and family have identified the six missing miners as Luis Hernandez, Manuel Sanchez, Kerry Allred, Carlos Payan, Brandon Phillips and Don Erickson. E-mail to a friend .","NEW: President Bush says he and first lady are deeply saddened by the tragedy .
Mine Safety and Health Administration chief: We've run out of options.
The six men have been trapped underground since August 6 .
Seven bore holes drilled into the mountain have found no signs of life .",0d43b97000ff852282c89d8d105e41495c0ee9bd
"(CNN) -- At least 14 people were killed and 60 others wounded Thursday when a bomb ripped through a crowd waiting to see Algeria's president in Batna, east of the capital of Algiers, the Algerie Presse Service reported. A wounded person gets first aid shortly after Thursday's attack in Batna, Algeria. The explosion occurred at 5 p.m. about 20 meters (65 feet) from a mosque in Batna, a town about 450 kilometers (280 miles) east of Algiers, security officials in Batna told the state-run news agency. The bomb went off 15 minutes before the expected arrival of President Abdel-Aziz Bouteflika. It wasn't clear if the bomb was caused by a suicide bomber or if it was planted, the officials said. Later Thursday, Algeria's Interior Minister Noureddine Yazid Zerhouni said ""a suspect person who was among the crowd attempted to go beyond the security cordon,"" but the person escaped ""immediately after the bomb exploded,"" the press service reported. Bouteflika made his visit to Batna as planned, adding a stop at a hospital to visit the wounded before he returned to the capital. There was no immediate claim of responsibility for the bombing. Algeria faces a continuing Islamic insurgency, according to the CIA. In July, 33 people were killed in apparent suicide bombings in Algiers that were claimed by an al Qaeda-affiliated group. Bouteflika said terrorist acts have nothing in common with the noble values of Islam, the press service reported. E-mail to a friend . CNN's Mohammed Tawfeeq contributed to this report.","Bomb victims waiting for presidential visit .
Blast went off 15 minutes before president's arrival .
Algeria faces Islamic insurgency .
Al Qaeda-affiliated group claimed July attacks .",bf0cd4ccacd4fe045995338f4c44d9cf18000226
"(CNN) -- Football superstar, celebrity, fashion icon, multimillion-dollar heartthrob. Now, David Beckham is headed for the Hollywood Hills as he takes his game to U.S. Major League Soccer. CNN looks at how Bekham fulfilled his dream of playing for Manchester United, and his time playing for England. The world's famous footballer has begun a five-year contract with the Los Angeles Galaxy team, and on Friday Beckham will meet the press and reveal his new shirt number. This week, we take an in depth look at the life and times of Beckham, as CNN's very own ""Becks,"" Becky Anderson, sets out to examine what makes the man tick -- as footballer, fashion icon and global phenomenon. It's a long way from the streets of east London to the Hollywood Hills and Becky charts Beckham's incredible rise to football stardom, a journey that has seen his skills grace the greatest stages in world soccer. She goes in pursuit of the current hottest property on the sports/celebrity circuit in the U.S. and along the way explores exactly what's behind the man with the golden boot. CNN will look back at the life of Beckham, the wonderfully talented youngster who fulfilled his dream of playing for Manchester United, his marriage to pop star Victoria, and the trials and tribulations of playing for England. We'll look at the highs (scoring against Greece), the lows (being sent off during the World Cup), the Man. U departure for the Galacticos of Madrid -- and now the Home Depot stadium in L.A. We'll ask how Beckham and his family will adapt to life in Los Angeles -- the people, the places to see and be seen and the celebrity endorsement. Beckham is no stranger to exposure. He has teamed with Reggie Bush in an Adidas commercial, is the face of Motorola, is the face on a PlayStation game and doesn't need fashion tips as he has his own international clothing line. But what does the star couple need to do to become an accepted part of Tinseltown's glitterati? The road to major league football in the U.S.A. is a well-worn route for some of the world's greatest players. We talk to some of the former greats who came before him and examine what impact these overseas stars had on U.S. soccer and look at what is different now. We also get a rare glimpse inside the David Beckham academy in L.A, find out what drives the kids and who are their heroes. The perception that in the U.S.A. soccer is a ""game for girls"" after the teenage years is changing. More and more young kids are choosing the European game over the traditional U.S. sports. E-mail to a friend .","Beckham has agreed to a five-year contract with Los Angeles Galaxy .
New contract took effect July 1, 2007 .
Former English captain to meet press, unveil new shirt number Friday .
CNN to look at Beckham as footballer, fashion icon and global phenomenon .",2f43e9dfaa43ffbddbce339a8b6403ddce43b38a
"(CNN) -- A virus found in healthy Australian honey bees may be playing a role in the collapse of honey bee colonies across the United States, researchers reported Thursday. Honey bees walk on a moveable comb hive at the Bee Research Laboratory, in Beltsville, Maryland. Colony collapse disorder has killed millions of bees -- up to 90 percent of colonies in some U.S. beekeeping operations -- imperiling the crops largely dependent upon bees for pollination, such as oranges, blueberries, apples and almonds. The U.S. Department of Agriculture says honey bees are responsible for pollinating $15 billion worth of crops each year in the United States. More than 90 fruits and vegetables worldwide depend on them for pollination. Signs of colony collapse disorder were first reported in the United States in 2004, the same year American beekeepers started importing bees from Australia. The disorder is marked by hives left with a queen, a few newly hatched adults and plenty of food, but the worker bees responsible for pollination gone. The virus identified in the healthy Australian bees is  Israeli Acute Paralysis Virus (IAPV) -- named that because it was discovered by Hebrew University researchers. Although worker bees in colony collapse disorder vanish, bees infected with IAPV die close to the hive, after developing shivering wings and paralysis. For some reason, the Australian bees seem to be resistant to IAPV and do not come down with symptoms. Scientists used genetic analyses of bees collected over the past three years and found that IAPV was present in bees that had come from colony collapse disorder hives 96 percent of the time. But the study released Thursday on the Science Express Web site, operated by the journal Science, cautioned that collapse disorder is likely caused by several factors. ""This research give us a very good lead to follow, but we do not believe IAPV is acting alone,"" said Jeffery S. Pettis of the U.S. Department of Agriculture's Bee Research Laboratory and a co-author of the study. ""Other stressors on the colony are likely involved."" This could explain why bees in Australia may be resistant to colony collapse. ""There are no cases ... in Australia at all,"" entomologist Dave Britton of the Australian Museum told the Sydney Morning Herald last month. ""It is a Northern Hemisphere phenomenon."" Bee ecology expert and University of Florida professor Jamie Ellis said earlier this year that genetic weakness bred into bees over time, pathogens spread by parasites and the effects of pesticides and pollutants might be other factors. Researchers also say varroa mites affect all hives on the U.S. mainland but are not found in Australia. University of Georgia bee researcher Keith S. Delaplane said Thursday the study offers a warning -- and hope. ""One nagging problem has been a general inability to treat or vaccinate bees against viruses of any kind,"" said Delaplane, who has been trying to breed bees resistant to the varroa mite. ""But in the case of IAPV, there is evidence that some bees carry genetic resistance to the disorder. This is yet one more argument for beekeepers to use honey bee stocks that are genetically disease- and pest-resistant."" Bee researchers will now look for stresses that may combine to kill bees. ""The next step is to ascertain whether IAPV, alone or in concert with other factors, can induce CCD [colony collapse disorder] in healthy bees,"" said Ian Lipkin, director of the Center for Infection and Immunity at Columbia University Mailman School of Public Health. Besides the Columbia and USDA researchers, others involved in the study released Thursday include researchers from Pennsylvania State University, the Pennsylvania Department of Agriculture, the University of Arizona and 454 Life Sciences. E-mail to a friend .","Colony collapse disorder has killed millions of bees .
Scientists suspect a virus may combine with other factors to collapse colonies .
Disorder first cropped up in 2004, as bees were imported from Australia .
$15 billion in U.S. crops each year dependent on bees for pollination .",eb68bc51ed4fc727a1af058192a3fef0916c91e7
"LONDON, England -- Savers at a leading UK mortgage bank lined up for a second day to empty their accounts Saturday, a day after the lender was bailed out by the Bank of England after heavily slashing profit forecasts. Fearful customers line up to withdraw cash from a Northern Rock branch in southeast London on Friday. Long lines formed before counters opened at the Northern Rock building society, one of the UK's top five lenders, as worried customers ignored reassurances from the bank and the government. Customers are believed to have already withdrawn about £1 billion ($2 billion) since the bank's woes were revealed, prompting speculation that the global credit crunch made raising funds through commercial borrowing difficult. Shares in Northern Rock dropped up to 30 percent in Friday trading, with problems spilling over the European banking sector . The British Bankers' Association has urged customers to ""calm down,"" according to the UK Press Association. It said: ""Northern Rock is a sound and safe bank and there is absolutely no reason for either mortgage customers or savers to worry."" Meanwhile, finance minister Alistair Darling said the Bank of England had stepped in ""to create a stable banking system"". He said: ""People can use their accounts in the usual way, they can carry on making their mortgage payments in the usual way. Northern Rock will be able to carry on its business."" Northern Rock chief executive Adam Applegarth said yesterday that the bank had yet to draw on the emergency cash, which he called ""a backdrop in case we need to use it"", according to PA. E-mail to a friend .","Savers at leading UK mortgage bank lined up to empty their accounts .
Northern Rock was bailed out by the Bank of England a day earlier .
Reassurances that banks was safe have gone unheeded by many .",ad021a7924ee57491cee8576499ac196b1afeb23
"LAS VEGAS, Nevada (CNN)  -- Former football star O.J. Simpson will be held without bail after his arrest on robbery and assault charges, police announced late Sunday. Police released this mug shot of O.J. Simpson after his arrest. Simpson is accused of having directed several other men in an alleged armed robbery of sports memorabilia in a room at a Las Vegas hotel room. Las Vegas authorities said they have no information leading them to believe Simpson was carrying a firearm during the alleged incident at the Palace Station Hotel and Casino. Police said Simpson and other men burst into the room and walked out with the memorabilia, including some that was unrelated to Simpson, police said. ""We don't believe that anyone was roughed up, but there were firearms involved,"" Lt. Clint Nichols told reporters. Nichols said the firearms were pointed at the victims. A reporter asked Nichols: Was ""O.J. was the boss in that room?"" Nichols responded, ""That is what we believe, yes.""  Watch Simpson transferred Sunday in handcuffs » . The alleged victims were identified as Bruce Fromong, a sports memorabilia collector who described the incident as ""a home invasion-type robbery,"" and Alfred Beardsley, who has been quoted by celebrity Web site TMZ.com as saying that Simpson later apologized to him and told him he regretted the incident. Acting on a tip, police met over the weekend at McCarran International Airport with 46-year-old Walter Alexander, of Mesa, Arizona, who told them about the alleged robbery and validated the tipster's information, Capt. James Dillon told reporters. Alexander was arrested Saturday night on two counts of robbery with a deadly weapon, two counts of assault with a deadly weapon, conspiracy to commit robbery and burglary with a deadly weapon. He was released on his own recognizance and returned to Mesa either Saturday night or early Sunday morning, Dillon said. In addition, investigators are seeking four other men they believe accompanied Simpson into the hotel room, Nichols said. Nichols said, ""There is a social relationship between the individuals that we identified and O.J. Simpson."" Though Simpson is not accused of having brandished a gun himself, two firearms that police said were used were recovered early Sunday in one of three searches. Investigators would would not divulge where the weapons were found. Nichols dismissed an initial report that the men may have been off-duty police. ""There is no truth to that whatsoever,"" he said. ""That came as a result of some language that was used when the individuals burst into the room that led our victims to believe that they may have been police."" Simpson, 60, has acknowledged taking some items that belonged to him, but he has denied that any weapons were involved. ""Whether the property belonged to Mr. Simpson or not is still in debate,"" Nichols said. ""We are still in the process of sorting that out."" Nichols also said that some of the property taken had Simpson's signature. But ""there was some other property taken as well,"" he said. ""I believe there were some Joe Montana cleats and some signed baseballs and other stuff."" The latest charges against Simpson mean he faces the prospect of another prosecution, more than a decade after the June 1994 stabbing deaths of his ex-wife, Nicole Brown Simpson, and Ron Goldman. Simpson was acquitted of murder the following year. The trial riveted much of the United States. But in 1997, a jury found him liable for the deaths in a civil case brought by the Goldman family. Simpson was ordered to pay the families a total of $33.5 million for the deaths . Goldman had gone to Nicole Simpson's Los Angeles home to return a pair of glasses the day of the slayings. Goldman's sister, Kim Goldman, said she wasn't surprised by the robbery allegations, since Simpson ""thinks he can do no wrong."" ""He's capable of stabbing people to death, so I think robbery is nothing surprising,"" she said. ""Normal, logical, civil-minded, law-abiding people don't storm a room with guns demanding stuff back."" Fromong had testified on Simpson's behalf in the civil case, telling the court that prices for Simpson memorabilia had dropped substantially since the 1995 verdict. His testimony was part of the defense's contention that Simpson could not afford to pay the Goldmans. Simpson recently wrote a book originally titled ""If I Did It"" and had planned to publish it himself, but a public outcry led to the cancellation of his book deal. A bankruptcy judge subsequently awarded the Goldmans the rights to the book in light of their inability to collect the wrongful death award. The Goldmans retitled the book, ""If I Did It: Confessions of the Killer."" That book just hit bookstores. E-mail to a friend . CNN's Ted Rowlands contributed to this report.","No bail for ex-NFL star accused of directing men in alleged armed robbery .
Simpson faces charges of robbery, assault, burglary and conspiracy .
Alleged robbery involved sports-related items, police say .
Simpson arrested Sunday in Las Vegas, but he says items were his .",9d7fc7fd9ffbfecb1c458b9929fa02e6c3538368
"LAGOS, Nigeria (Reuters) -- Nigeria's television survival show has been suspended after a contestant drowned in preparation for the program, said Dutch brewer Heineken's local unit which is sponsoring the show. Anthony Ogadje, 25, and nine other contestants had gone to Shere Hills Lake in Nigeria's hilly Plateau State to prepare for the ""Gulder Ultimate Search,"" which sets a variety of physical challenges for participants. A statement from Nigerian Breweries on Monday said Ogadje died suddenly and he was thought to have drowned. ""All attempts to revive him by the attendant medical team and the lifeguards, including his fellow contestants, failed,"" said Nigerian Breweries, which is majority-owned by the Dutch giant. Broadcasting had been due to start on Thursday. In the show, the weakest contestants are evicted one by one until a winner emerges. The prize money is a big attraction in a country where most people live in extreme poverty and benefit little from Nigeria's oil wealth. The winner was to get 5 million naira (about $39,000) in cash, a four-wheel drive jeep and another 500,000 naira (about $3,900) to buy clothes. The winner could also have expected to become an instant celebrity, attracting sponsorship deals. The Ultimate Search, which started in 2004, gets high ratings. E-mail to a friend . Copyright 2007 Reuters. All rights reserved.This material may not be published, broadcast, rewritten, or redistributed.","Anthony Ogadje, 25, reportedly drowned in Shere Hills Lake .
He was preparing for the show, ""Gulder Ultimate Search""
Dutch brewer Heineken's local unit sponsors the program .",30cb674030b01014d2c87b92f09152857e249631
